"";"Rk";"Player";"Age";"Pos";"Tm";"G";"GS";"MP";"FG";"FGA";"FG.";"T3P";"T3PA";"T3P.";"T2P";"T2PA";"T2P.";"eFG.";"FT";"FTA";"FT.";"ORB";"DRB";"TRB";"AST";"STL";"BLK";"TOV";"PF";"PTS";"FP";"FPM"
"121";121;"Henry Ellenson";20;"PF";"DET";19;2;146;23;64;0,359375;10;35;0,285714285714286;13;29;0,448275862068966;0,4375;4;8;0,5;8;33;41;7;1;1;14;6;60;72,5;0,496575342465753
"122";122;"Wayne Ellington";29;"SG";"MIA";62;13;1500;231;555;0,416216216216216;149;394;0,378172588832487;82;161;0,509316770186335;0,55045045045045;37;43;0,86046511627907;18;114;132;70;35;4;30;70;648;782;0,521333333333333
"123";123;"Monta Ellis";31;"SG";"IND";74;33;1998;247;557;0,443447037701975;43;135;0,318518518518519;204;422;0,483412322274882;0,482046678635548;93;128;0,7265625;19;185;204;236;78;27;135;149;630;1083;0,542042042042042
"124";124;"Joel Embiid";22;"C";"PHI";31;31;786;200;429;0,466200466200466;36;98;0,36734693877551;164;331;0,495468277945619;0,508158508158508;191;244;0,782786885245902;61;182;243;66;27;76;117;112;627;863,5;1,09860050890585
"125";125;"James Ennis";26;"SF";"MEM";64;28;1501;146;321;0,454828660436137;51;137;0,372262773722628;95;184;0,516304347826087;0,534267912772586;86;110;0,781818181818182;69;190;259;64;46;19;59;165;429;763;0,508327781479014
"126";126;"Tyler Ennis";22;"PG";"HOU, LAL";53;2;588;90;208;0,432692307692308;27;70;0,385714285714286;63;138;0,456521739130435;0,497596153846154;21;25;0,84;9;36;45;86;25;2;45;58;228;352,5;0,599489795918367
"127";127;"Tyreke Evans";27;"SF";"NOP, SAC";40;6;788;150;370;0,405405405405405;42;118;0,355932203389831;108;252;0,428571428571429;0,462162162162162;69;92;0,75;13;124;137;124;35;9;61;60;411;647;0,821065989847716
"128";128;"Dante Exum";21;"PG";"UTA";66;26;1228;155;363;0,426997245179063;44;149;0,295302013422819;111;214;0,518691588785047;0,487603305785124;58;73;0,794520547945205;30;102;132;111;21;12;80;146;412;575,5;0,468648208469055
"129";129;"Kenneth Faried";27;"PF";"DEN";61;34;1296;228;416;0,548076923076923;0;6;0;228;410;0,55609756097561;0,548076923076923;131;189;0,693121693121693;183;279;462;55;43;40;59;124;587;1175,5;0,907021604938272
"130";130;"Jordan Farmar";30;"PG";"SAC";2;0;35;4;12;0,333333333333333;4;9;0,444444444444444;0;3;0;0,5;0;0;NA;1;2;3;9;2;0;3;1;12;27,5;0,785714285714286
"131";131;"Derrick Favors";25;"PF";"UTA";50;39;1186;203;417;0,486810551558753;3;10;0,3;200;407;0,491400491400491;0,490407673860911;67;109;0,614678899082569;92;213;305;56;45;40;60;103;476;861;0,725969645868465
"132";132;"Kay Felder";21;"PG";"CLE";42;0;386;62;158;0,392405063291139;7;22;0,318181818181818;55;136;0,404411764705882;0,414556962025316;35;49;0,714285714285714;3;38;41;58;18;7;30;38;166;259,5;0,672279792746114
"133";133;"Cristiano Felicio";24;"C";"CHI";66;0;1040;128;221;0,579185520361991;0;0;NA;128;221;0,579185520361991;0,579185520361991;60;93;0,645161290322581;124;187;311;40;25;17;33;110;316;724;0,696153846153846
"134";134;"Raymond Felton";32;"PG";"LAC";80;11;1700;221;514;0,429961089494163;46;144;0,319444444444444;175;370;0,472972972972973;0,474708171206226;50;64;0,78125;33;185;218;191;66;22;83;125;538;1011;0,594705882352941
"135";135;"Yogi Ferrell";23;"PG";"BRK, DAL";46;29;1197;160;394;0,406091370558376;68;176;0,386363636363636;92;218;0,422018348623853;0,49238578680203;74;89;0,831460674157303;20;91;111;172;42;9;70;90;462;764,5;0,638680033416876
"136";136;"Dorian Finney-Smith";23;"PF";"DAL";81;35;1642;124;333;0,372372372372372;56;191;0,293193717277487;68;142;0,47887323943662;0,456456456456456;46;61;0,754098360655738;55;167;222;67;52;25;45;125;350;685,5;0,41747868453106
"137";137;"Bryn Forbes";23;"SG";"SAS";36;0;285;36;99;0,363636363636364;17;53;0,320754716981132;19;46;0,41304347826087;0,44949494949495;5;6;0,833333333333333;2;21;23;23;1;0;11;20;94;112;0,392982456140351
"138";138;"Evan Fournier";24;"SG";"ORL";68;66;2234;408;930;0,438709677419355;128;360;0,355555555555556;280;570;0,491228070175439;0,50752688172043;223;277;0,805054151624549;44;165;209;202;66;4;141;180;1167;1372;0,61414503133393
"139";139;"Randy Foye";33;"SG";"BRK";69;40;1284;118;325;0,363076923076923;67;203;0,330049261083744;51;122;0,418032786885246;0,466153846153846;54;63;0,857142857142857;9;146;155;135;35;9;80;99;357;606,5;0,472352024922118
"140";140;"Tim Frazier";26;"PG";"NOP";65;35;1525;163;404;0,403465346534653;40;128;0,3125;123;276;0,445652173913043;0,452970297029703;98;129;0,75968992248062;34;139;173;335;56;6;101;133;464;1110;0,727868852459016
"141";141;"Channing Frye";33;"C";"CLE";74;15;1398;238;520;0,457692307692308;137;335;0,408955223880597;101;185;0,545945945945946;0,589423076923077;63;74;0,851351351351351;37;253;290;45;33;37;53;138;676;962;0,688125894134478
"142";142;"Danilo Gallinari";28;"SF";"DEN";63;63;2134;335;750;0,446666666666667;126;324;0,388888888888889;209;426;0,490610328638498;0,530666666666667;349;387;0,901808785529716;39;286;325;135;40;15;82;93;1145;1479;0,693064667291471
"143";143;"Langston Galloway";25;"PG";"NOP, SAC";74;2;1495;207;545;0,379816513761468;120;308;0,38961038961039;87;237;0,367088607594937;0,489908256880734;51;64;0,796875;27;129;156;93;46;6;46;96;585;777;0,519732441471572
"144";144;"Patricio Garino";23;"SG";"ORL";5;0;43;0;7;0;0;5;0;0;2;0;0;0;0;NA;1;6;7;0;0;0;3;4;0;-2;-0,0465116279069767
"145";145;"Marc Gasol";32;"C";"MEM";74;74;2531;532;1160;0,458620689655172;104;268;0,388059701492537;428;892;0,479820627802691;0,503448275862069;278;332;0,837349397590361;60;404;464;338;67;99;166;171;1446;2275;0,898854207822995
"146";146;"Pau Gasol";36;"C";"SAS";64;39;1627;303;604;0,501655629139073;56;104;0,538461538461538;247;500;0,494;0,548013245033113;130;184;0,706521739130435;107;394;501;150;24;70;81;110;792;1495;0,918869084204057
"147";147;"Rudy Gay";30;"SF";"SAC";30;30;1013;201;442;0,454751131221719;42;113;0,371681415929204;159;329;0,483282674772036;0,502262443438914;118;138;0,855072463768116;35;155;190;83;44;26;74;79;562;797;0,786771964461994
"148";148;"Michael Gbinije";24;"SG";"DET";9;0;32;1;10;0,1;0;4;0;1;6;0,166666666666667;0,1;2;2;1;2;1;3;2;0;0;0;2;4;7,5;0,234375
